,,,,,Stock Code,,,,,,,,,
14521,90025B,,,14521,,,,,,,,,,
13135,90074,,,13135,,,,,,,,,,
13140,90079,,,13140,,,,,,,,,,
18154,47369A,,,18154,,,,,,,,,,
17975,22474,,,17975,,,,,,,,,,
16196,84251B,,,16196,,,,,,,,,,
17132,22486,,,17132,,,,,,,,,,
14575,22460,,,14575,,,,,,,,,,
17393,79172D,,,17393,,,,,,,,,,
15262,22468,,,15262,,,,,,,,,,
13653,84821,,,13653,,,,,,,,,,
17732,22569,,,17732,,,,,,,,,,
12458,22568,,,12458,,,,,,,,,,
15595,22570,,,15595,,,,,,,,,,
14631,22586,,,14631,,,,,,,,,,
14794,22587,,,14794,,,,,,,,,,
17212,22565,,,17212,,,,,,,,,,
14022,16245A,,,14022,,,,,,,,,,
14053,22566,,,14053,,,,,,,,,,
13045,22585,,,13045,,,,,,,,,,
14722,22582,,,14722,,,,,,,,,,
16221,22583,,,16221,,,,,,,,,,
13839,22584,,,13839,,,,,,,,,,
14144,79161A,,,14144,,,,,,,,,,
14913,22472,,,14913,,,,,,,,,,
13717,22509,,,13717,,,,,,,,,,
15837,22505,,,15837,,,,,,,,,,
12771,71434B,,,12771,,,,,,,,,,
14700,22473,,,14700,,,,,,,,,,
14822,16243B,,,14822,,,,,,,,,,
17615,22508,,,17615,,,,,,,,,,
14736,22471,,,14736,,,,,,,,,,
15110,84632,,,15110,,,,,,,,,,
16033,84913B,,,16033,,,,,,,,,,
15652,22507,,,15652,,,,,,,,,,
16477,21982,,,16477,,,,,,,,,,
14630,90163B,,,14630,,,,,,,,,,
18227,90130D,,,18227,,,,,,,,,,
17639,90013B,,,17639,,,,,,,,,,
14550,22512,,,14550,,,,,,,,,,
12676,84743C,,,12676,,,,,,,,,,
14153,21310,,,14153,,,,,,,,,,
16345,84806B,,,16345,,,,,,,,,,
17300,22511,,,17300,,,,,,,,,,
15893,22513,,,15893,,,,,,,,,,
16043,22659,,,16043,,,,,,,,,,
17248,22631,,,17248,,,,,,,,,,
16468,22618,,,16468,,,,,,,,,,
14996,22617,,,14996,,,,,,,,,,
14183,22363,,,14183,,,,,,,,,,
17299,22423,,,17299,,,,,,,,,,
15050,84313C,,,15050,,,,,,,,,,
12687,84613C,,,12687,,,,,,,,,,
13063,22510,,,13063,,,,,,,,,,
14379,22359,,,14379,,,,,,,,,,
13945,22361,,,13945,,,,,,,,,,
14531,22364,,,14531,,,,,,,,,,
17430,22362,,,17430,,,,,,,,,,
14749,90037B,,,14749,,,,,,,,,,
17513,22450,,,17513,,,,,,,,,,
15072,22449,,,15072,,,,,,,,,,
13320,22451,,,13320,,,,,,,,,,
15310,22445,,,15310,,,,,,,,,,
17792,85186B,,,17792,,,,,,,,,,
16675,21196,,,16675,,,,,,,,,,
16638,22429,,,16638,,,,,,,,,,
15764,21452,,,15764,,,,,,,,,,
17585,22446,,,17585,,,,,,,,,,
15154,22448,,,15154,,,,,,,,,,
15506,85019B,,,15506,,,,,,,,,,
17599,37471,,,17599,,,,,,,,,,
12851,90026A,,,12851,,,,,,,,,,
16919,16008,,,16919,,,,,,,,,,
13479,10124A,,,13479,,,,,,,,,,
18191,72140E,,,18191,,,,,,,,,,
16299,90027A,,,16299,,,,,,,,,,
12519,90071,,,12519,,,,,,,,,,
12433,90187A,,,12433,,,,,,,,,,
16562,90187B,,,16562,,,,,,,,,,
16294,90011E,,,16294,,,,,,,,,,
12865,22454,,,12865,,,,,,,,,,
15322,22453,,,15322,,,,,,,,,,
14243,22452,,,14243,,,,,,,,,,
16396,37509,,,16396,,,,,,,,,,
15855,35824P,,,15855,,,,,,,,,,
17471,90211A,,,17471,,,,,,,,,,
12450,22447,,,12450,,,,,,,,,,
17689,22441,,,17689,,,,,,,,,,
14767,22444,,,14767,,,,,,,,,,
16770,22443,,,16770,,,,,,,,,,
14565,22442,,,14565,,,,,,,,,,
18140,90191,,,18140,,,,,,,,,,
15683,90019B,,,15683,,,,,,,,,,
14187,21131,,,14187,,,,,,,,,,
14321,21132,,,14321,,,,,,,,,,
13452,22564,,,13452,,,,,,,,,,
16314,22563,,,16314,,,,,,,,,,
17649,22562,,,17649,,,,,,,,,,
14342,22561,,,14342,,,,,,,,,,
17336,46138D,,,17336,,,,,,,,,,
18124,22555,,,18124,,,,,,,,,,
12721,22556,,,12721,,,,,,,,,,
14229,22560,,,14229,,,,,,,,,,
13548,22551,,,13548,,,,,,,,,,
14787,22554,,,14787,,,,,,,,,,
16448,44242A,,,16448,,,,,,,,,,
14268,22557,,,14268,,,,,,,,,,
14866,22553,,,14866,,,,,,,,,,
16235,22549,,,16235,,,,,,,,,,
16375,22550,,,16375,,,,,,,,,,
14482,22535,,,14482,,,,,,,,,,
16288,22518,,,16288,,,,,,,,,,
14544,21878,,,14544,,,,,,,,,,
13884,22522,,,13884,,,,,,,,,,
14499,22520,,,14499,,,,,,,,,,
16421,22523,,,16421,,,,,,,,,,
16870,22521,,,16870,,,,,,,,,,
17894,22524,,,17894,,,,,,,,,,
15936,22525,,,15936,,,,,,,,,,
15074,22519,,,15074,,,,,,,,,,
15166,22548,,,15166,,,,,,,,,,
13922,21787,,,13922,,,,,,,,,,
17384,22559,,,17384,,,,,,,,,,
12423,40005B,,,12423,,,,,,,,,,
14885,22544,,,14885,,,,,,,,,,
14433,20953,,,14433,,,,,,,,,,
17126,22539,,,17126,,,,,,,,,,
13714,22528,,,13714,,,,,,,,,,
12651,22526,,,12651,,,,,,,,,,
12573,22567,,,12573,,,,,,,,,,
16819,22543,,,16819,,,,,,,,,,
12761,22546,,,12761,,,,,,,,,,
17215,22545,,,17215,,,,,,,,,,
15574,22405,,,15574,,,,,,,,,,
15677,22409,,,15677,,,,,,,,,,
12414,22408,,,12414,,,,,,,,,,
16065,22406,,,16065,,,,,,,,,,
18182,22407,,,18182,,,,,,,,,,
12831,22410,,,12831,,,,,,,,,,
14908,22402,,,14908,,,,,,,,,,
13992,22399,,,13992,,,,,,,,,,
15424,22396,,,15424,,,,,,,,,,
16872,22390,,,16872,,,,,,,,,,
16239,22393,,,16239,,,,,,,,,,
12808,20958,,,12808,,,,,,,,,,
14086,22517,,,14086,,,,,,,,,,
16100,44091A,,,16100,,,,,,,,,,
14009,72084B,,,14009,,,,,,,,,,
15092,85146,,,15092,,,,,,,,,,
16289,90046,,,16289,,,,,,,,,,
14163,84814A,,,14163,,,,,,,,,,
14753,22541,,,14753,,,,,,,,,,
13809,22612,,,13809,,,,,,,,,,
13506,22611,,,13506,,,,,,,,,,
13032,22516,,,13032,,,,,,,,,,
14318,22515,,,14318,,,,,,,,,,
13785,22514,,,13785,,,,,,,,,,
15543,90030C,,,15543,,,,,,,,,,
13133,90030A,,,13133,,,,,,,,,,
12859,90030B,,,12859,,,,,,,,,,
16832,22530,,,16832,,,,,,,,,,
14968,22534,,,14968,,,,,,,,,,
12605,22536,,,12605,,,,,,,,,,
12819,22533,,,12819,,,,,,,,,,
13683,22529,,,13683,,,,,,,,,,
13076,22538,,,13076,,,,,,,,,,
12777,22532,,,12777,,,,,,,,,,
15752,22540,,,15752,,,,,,,,,,
13005,22547,,,13005,,,,,,,,,,
12635,22403,,,12635,,,,,,,,,,
16972,22537,,,16972,,,,,,,,,,
14688,37326,,,14688,,,,,,,,,,
13046,22398,,,13046,,,,,,,,,,
12460,84915,,,12460,,,,,,,,,,
16886,22400,,,16886,,,,,,,,,,
17456,22389,,,17456,,,,,,,,,,
18255,22391,,,18255,,,,,,,,,,
14328,84527,,,14328,,,,,,,,,,
16095,21633,,,16095,,,,,,,,,,
17762,22531,,,17762,,,,,,,,,,
14444,45016,,,14444,,,,,,,,,,
17473,90152C,,,17473,,,,,,,,,,
17366,90151,,,17366,,,,,,,,,,
12760,22394,,,12760,,,,,,,,,,
17369,90037A,,,17369,,,,,,,,,,
14708,90169,,,14708,,,,,,,,,,
14445,35638B,,,14445,,,,,,,,,,
14635,22436,,,14635,,,,,,,,,,
15992,22434,,,15992,,,,,,,,,,
16042,22437,,,16042,,,,,,,,,,
16799,22439,,,16799,,,,,,,,,,
15006,22435,,,15006,,,,,,,,,,
15406,20860,,,15406,,,,,,,,,,
17383,90130C,,,17383,,,,,,,,,,
17728,22606,,,17728,,,,,,,,,,
17308,22607,,,17308,,,,,,,,,,
13440,22605,,,13440,,,,,,,,,,
13537,21922,,,13537,,,,,,,,,,
17616,47348A,,,17616,,,,,,,,,,
15107,22440,,,15107,,,,,,,,,,
13312,21925,,,13312,,,,,,,,,,
14363,22438,,,14363,,,,,,,,,,
17149,21927,,,17149,,,,,,,,,,
16690,21926,,,16690,,,,,,,,,,
18136,20957,,,18136,,,,,,,,,,
14381,22395,,,14381,,,,,,,,,,
14231,21511,,,14231,,,,,,,,,,
15966,22558,,,15966,,,,,,,,,,
12768,84875B,,,12768,,,,,,,,,,
15906,90133,,,15906,,,,,,,,,,
13784,84927D,,,13784,,,,,,,,,,
17403,72709,,,17403,,,,,,,,,,
16005,90135A,,,16005,,,,,,,,,,
16522,71496B,,,16522,,,,,,,,,,
15685,90064B,,,15685,,,,,,,,,,
16080,90095,,,16080,,,,,,,,,,
16979,47503A,,,16979,,,,,,,,,,
16589,22469,,,16589,,,,,,,,,,
15301,22470,,,15301,,,,,,,,,,
17392,22719,,,17392,,,,,,,,,,
13374,90185D,,,13374,,,,,,,,,,
13424,84823,,,13424,,,,,,,,,,
16646,90123C,,,16646,,,,,,,,,,
15962,78027,,,15962,,,,,,,,,,
15748,84731,,,15748,,,,,,,,,,
15535,84858B,,,15535,,,,,,,,,,
13398,90152A,,,13398,,,,,,,,,,
16146,90173,,,16146,,,,,,,,,,
16371,16169A,,,16371,,,,,,,,,,
12554,16151A,,,12554,,,,,,,,,,
17765,62043B,,,17765,,,,,,,,,,
15026,22626,,,15026,,,,,,,,,,
12425,22503,,,12425,,,,,,,,,,
17743,84840,,,17743,,,,,,,,,,
15876,90001B,,,15876,,,,,,,,,,
12543,22627,,,12543,,,,,,,,,,
18089,22625,,,18089,,,,,,,,,,
16983,84760L,,,16983,,,,,,,,,,
13701,22624,,,13701,,,,,,,,,,
13554,22504,,,13554,,,,,,,,,,
13067,22491,,,13067,,,,,,,,,,
15519,22492,,,15519,,,,,,,,,,
14776,22615,,,14776,,,,,,,,,,
17255,22616,,,17255,,,,,,,,,,
16264,22614,,,16264,,,,,,,,,,
15870,22613,,,15870,,,,,,,,,,
15599,22421,,,15599,,,,,,,,,,
15462,22418,,,15462,,,,,,,,,,
17811,22621,,,17811,,,,,,,,,,
13702,22623,,,13702,,,,,,,,,,
14212,22619,,,14212,,,,,,,,,,
17055,22419,,,17055,,,,,,,,,,
12850,22493,,,12850,,,,,,,,,,
17167,22622,,,17167,,,,,,,,,,
14668,22420,,,14668,,,,,,,,,,
14906,22422,,,14906,,,,,,,,,,
17834,47574A,,,17834,,,,,,,,,,
17284,81953B,,,17284,,,,,,,,,,
13375,22620,,,13375,,,,,,,,,,
15473,90091,,,15473,,,,,,,,,,
13689,84914A,,,13689,,,,,,,,,,
16465,85050,,,16465,,,,,,,,,,
14716,46115B,,,14716,,,,,,,,,,
17480,45013,,,17480,,,,,,,,,,
12751,35819B,,,12751,,,,,,,,,,
15041,35817P,,,15041,,,,,,,,,,
14169,35818B,,,14169,,,,,,,,,,
14761,35818P,,,14761,,,,,,,,,,
16998,22427,,,16998,,,,,,,,,,
15728,22430,,,15728,,,,,,,,,,
14126,22645,,,14126,,,,,,,,,,
17161,22646,,,17161,,,,,,,,,,
14933,22650,,,14933,,,,,,,,,,
12578,22647,,,12578,,,,,,,,,,
17840,22649,,,17840,,,,,,,,,,
14570,22644,,,14570,,,,,,,,,,
13910,22425,,,13910,,,,,,,,,,
13205,22424,,,13205,,,,,,,,,,
15761,22426,,,15761,,,,,,,,,,
16857,84757,,,16857,,,,,,,,,,
13519,21382,,,13519,,,,,,,,,,
13264,84086B,,,13264,,,,,,,,,,
18107,22428,,,18107,,,,,,,,,,
15140,10124G,,,15140,,,,,,,,,,
16856,84963A,,,16856,,,,,,,,,,
18193,84963B,,,18193,,,,,,,,,,
15476,84967C,,,15476,,,,,,,,,,
16298,85131B,,,16298,,,,,,,,,,
16546,90175C,,,16546,,,,,,,,,,
16261,22634,,,16261,,,,,,,,,,
16775,22635,,,16775,,,,,,,,,,
14992,22637,,,14992,,,,,,,,,,
17134,22636,,,17134,,,,,,,,,,
16531,17014E,,,16531,,,,,,,,,,
14875,90160A,,,14875,,,,,,,,,,
17567,90025C,,,17567,,,,,,,,,,
16692,90028,,,16692,,,,,,,,,,
16140,90001A,,,16140,,,,,,,,,,
14934,22501,,,14934,,,,,,,,,,
17396,85159B,,,17396,,,,,,,,,,
14802,22502,,,14802,,,,,,,,,,
14226,90049,,,14226,,,,,,,,,,
12871,35265,,,12871,,,,,,,,,,
17062,46037A,,,17062,,,,,,,,,,
14094,84886,,,14094,,,,,,,,,,
14269,22707,,,14269,,,,,,,,,,
13118,90123D,,,13118,,,,,,,,,,
14806,22705,,,14806,,,,,,,,,,
12449,22704,,,12449,,,,,,,,,,
15469,22711,,,15469,,,,,,,,,,
17919,22710,,,17919,,,,,,,,,,
13290,35240,,,13290,,,,,,,,,,
17315,22713,,,17315,,,,,,,,,,
15616,90018A,,,15616,,,,,,,,,,
16879,90018C,,,16879,,,,,,,,,,
12348,22712,,,12348,,,,,,,,,,
16211,22714,,,16211,,,,,,,,,,
17524,17011B,,,17524,,,,,,,,,,
13687,84891B,,,13687,,,,,,,,,,
17280,22716,,,17280,,,,,,,,,,
17450,22715,,,17450,,,,,,,,,,
13139,22718,,,13139,,,,,,,,,,
16362,22706,,,16362,,,,,,,,,,
13073,22708,,,13073,,,,,,,,,,
16269,22709,,,16269,,,,,,,,,,
13970,22717,,,13970,,,,,,,,,,
15347,22864,,,15347,,,,,,,,,,
13386,79308B,,,13386,,,,,,,,,,
14597,35650,,,14597,,,,,,,,,,
17007,90081C,,,17007,,,,,,,,,,
16198,37481,,,16198,,,,,,,,,,
15871,90158,,,15871,,,,,,,,,,
13754,90214W,,,13754,,,,,,,,,,
14410,90154,,,14410,,,,,,,,,,
13927,90024F,,,13927,,,,,,,,,,
16237,90026D,,,16237,,,,,,,,,,
12964,90036F,,,12964,,,,,,,,,,
13639,79532,,,13639,,,,,,,,,,
12946,71050,,,12946,,,,,,,,,,
13804,90201C,,,13804,,,,,,,,,,
16783,84424A,,,16783,,,,,,,,,,
14843,85115B,,,14843,,,,,,,,,,
14891,84709A,,,14891,,,,,,,,,,
17257,90164A,,,17257,,,,,,,,,,
14829,37479P,,,14829,,,,,,,,,,
14449,90038A,,,14449,,,,,,,,,,
14510,90038C,,,14510,,,,,,,,,,
13105,90042C,,,13105,,,,,,,,,,
13257,84493,,,13257,,,,,,,,,,
16489,16162M,,,16489,,,,,,,,,,
16490,84857C,,,16490,,,,,,,,,,
12661,62097B,,,12661,,,,,,,,,,
13556,78034B,,,13556,,,,,,,,,,
14004,90063A,,,14004,,,,,,,,,,
13962,90181A,,,13962,,,,,,,,,,
16368,90056,,,16368,,,,,,,,,,
14953,85114A,,,14953,,,,,,,,,,
13966,90104,,,13966,,,,,,,,,,
12562,90128D,,,12562,,,,,,,,,,
16214,90185A,,,16214,,,,,,,,,,
14742,90126C,,,14742,,,,,,,,,,
15736,90128C,,,15736,,,,,,,,,,
16958,90119,,,16958,,,,,,,,,,
14800,22701,,,14800,,,,,,,,,,
15960,75172,,,15960,,,,,,,,,,
13108,90037D,,,13108,,,,,,,,,,
14568,22702,,,14568,,,,,,,,,,
15243,22640,,,15243,,,,,,,,,,
13763,90016A,,,13763,,,,,,,,,,
12457,90016C,,,12457,,,,,,,,,,
16044,90019A,,,16044,,,,,,,,,,
16630,ADJUST2,,,16630,,,,,,,,,,
14657,90094,,,14657,,,,,,,,,,
12817,90102,,,12817,,,,,,,,,,
17533,90124C,,,17533,,,,,,,,,,
16306,22692,,,16306,,,,,,,,,,
14303,22660,,,14303,,,,,,,,,,
17521,22687,,,17521,,,,,,,,,,
13002,22691,,,13002,,,,,,,,,,
15261,22690,,,15261,,,,,,,,,,
17360,22689,,,17360,,,,,,,,,,
15276,22688,,,15276,,,,,,,,,,
15190,90059F,,,15190,,,,,,,,,,
16606,22703,,,16606,,,,,,,,,,
13198,84247E,,,13198,,,,,,,,,,
12652,22629,,,12652,,,,,,,,,,
18266,22628,,,18266,,,,,,,,,,
13380,22700,,,13380,,,,,,,,,,
17022,22630,,,17022,,,,,,,,,,
13674,22669,,,13674,,,,,,,,,,
18270,84967A,,,18270,,,,,,,,,,
16848,22668,,,16848,,,,,,,,,,
13014,22666,,,13014,,,,,,,,,,
14254,22667,,,14254,,,,,,,,,,
15351,22665,,,15351,,,,,,,,,,
13642,90041,,,13642,,,,,,,,,,
14310,22656,,,14310,,,,,,,,,,
15859,22655,,,15859,,,,,,,,,,
14392,17012D,,,14392,,,,,,,,,,
14008,45014,,,14008,,,,,,,,,,
16407,10123G,,,16407,,,,,,,,,,
15143,22596,,,15143,,,,,,,,,,
13245,22602,,,13245,,,,,,,,,,
14462,22600,,,14462,,,,,,,,,,
16312,22603,,,16312,,,,,,,,,,
14579,22595,,,14579,,,,,,,,,,
15579,22593,,,15579,,,,,,,,,,
13326,22588,,,13326,,,,,,,,,,
16817,22589,,,16817,,,,,,,,,,
17375,22591,,,17375,,,,,,,,,,
15159,22573,,,15159,,,,,,,,,,
17621,22581,,,17621,,,,,,,,,,
13367,22579,,,13367,,,,,,,,,,
16476,22578,,,16476,,,,,,,,,,
13441,22577,,,13441,,,,,,,,,,
18284,22601,,,18284,,,,,,,,,,
14065,22594,,,14065,,,,,,,,,,
12486,22576,,,12486,,,,,,,,,,
14353,22574,,,14353,,,,,,,,,,
15392,22652,,,15392,,,,,,,,,,
13144,22643,,,13144,,,,,,,,,,
15730,22642,,,15730,,,,,,,,,,
15778,22639,,,15778,,,,,,,,,,
18017,44092B,,,18017,,,,,,,,,,
15346,22575,,,15346,,,,,,,,,,
16061,22654,,,16061,,,,,,,,,,
13035,22653,,,13035,,,,,,,,,,
16446,22661,,,16446,,,,,,,,,,
14314,22662,,,14314,,,,,,,,,,
13177,22663,,,13177,,,,,,,,,,
13964,90066A,,,13964,,,,,,,,,,
14470,22580,,,14470,,,,,,,,,,
14991,90188,,,14991,,,,,,,,,,
15490,22641,,,15490,,,,,,,,,,
14663,22664,,,14663,,,,,,,,,,
16348,22963,,,16348,,,,,,,,,,
17097,90202B,,,17097,,,,,,,,,,
17657,22961,,,17657,,,,,,,,,,
13306,22638,,,13306,,,,,,,,,,
14350,22571,,,14350,,,,,,,,,,
16760,22572,,,16760,,,,,,,,,,
15857,22604,,,15857,,,,,,,,,,
15128,22599,,,15128,,,,,,,,,,
14120,22597,,,14120,,,,,,,,,,
13055,22651,,,13055,,,,,,,,,,
13033,22598,,,13033,,,,,,,,,,
13022,22592,,,13022,,,,,,,,,,
15934,22694,,,15934,,,,,,,,,,
17429,22696,,,17429,,,,,,,,,,
16437,22695,,,16437,,,,,,,,,,
13818,90179C,,,13818,,,,,,,,,,
14810,21585,,,14810,,,,,,,,,,
17045,22693,,,17045,,,,,,,,,,
15973,22755,,,15973,,,,,,,,,,
17008,22753,,,17008,,,,,,,,,,
16149,22754,,,16149,,,,,,,,,,
14339,22759,,,14339,,,,,,,,,,
13423,22752,,,13423,,,,,,,,,,
17525,22757,,,17525,,,,,,,,,,
12511,22756,,,12511,,,,,,,,,,
17249,22758,,,17249,,,,,,,,,,
14490,90212B,,,14490,,,,,,,,,,
14118,22743,,,14118,,,,,,,,,,
12903,22744,,,12903,,,,,,,,,,
13569,22742,,,13569,,,,,,,,,,
17354,35610A,,,17354,,,,,,,,,,
14266,35610C,,,14266,,,,,,,,,,
12393,22699,,,12393,,,,,,,,,,
16980,22698,,,16980,,,,,,,,,,
17424,22697,,,17424,,,,,,,,,,
16411,90156,,,16411,,,,,,,,,,
15314,22680,,,15314,,,,,,,,,,
16350,22681,,,16350,,,,,,,,,,
15931,22677,,,15931,,,,,,,,,,
16111,22678,,,16111,,,,,,,,,,
15598,22679,,,15598,,,,,,,,,,
17196,22682,,,17196,,,,,,,,,,
17864,22683,,,17864,,,,,,,,,,
15281,22684,,,15281,,,,,,,,,,
12811,22685,,,12811,,,,,,,,,,
14904,22686,,,14904,,,,,,,,,,
14846,22670,,,14846,,,,,,,,,,
15708,22671,,,15708,,,,,,,,,,
14127,22672,,,14127,,,,,,,,,,
16579,22673,,,16579,,,,,,,,,,
17152,22674,,,17152,,,,,,,,,,
15177,22675,,,15177,,,,,,,,,,
15645,22676,,,15645,,,,,,,,,,
13083,90021,,,13083,,,,,,,,,,
14390,90130B,,,14390,,,,,,,,,,
15038,90063B,,,15038,,,,,,,,,,
14571,90064A,,,14571,,,,,,,,,,
17111,90176D,,,17111,,,,,,,,,,
16122,85095,,,16122,,,,,,,,,,
13362,22851,,,13362,,,,,,,,,,
15277,84201C,,,15277,,,,,,,,,,
13747,84206B,,,13747,,,,,,,,,,
12356,84966C,,,12356,,,,,,,,,,
14756,78026,,,14756,,,,,,,,,,
15948,22751,,,15948,,,,,,,,,,
14412,90038B,,,14412,,,,,,,,,,
17264,35591T,,,17264,,,,,,,,,,
12797,35597A,,,12797,,,,,,,,,,
16527,22750,,,16527,,,,,,,,,,
15834,22940,,,15834,,,,,,,,,,
17004,22959,,,17004,,,,,,,,,,
17755,22985,,,17755,,,,,,,,,,
17273,22986,,,17273,,,,,,,,,,
15024,22987,,,15024,,,,,,,,,,
13546,22749,,,13546,,,,,,,,,,
17710,90059A,,,17710,,,,,,,,,,
13912,90059B,,,13912,,,,,,,,,,
12655,22867,,,12655,,,,,,,,,,
13368,22865,,,13368,,,,,,,,,,
17094,22866,,,17094,,,,,,,,,,
14981,22834,,,14981,,,,,,,,,,
14746,22984,,,14746,,,,,,,,,,
17708,22835,,,17708,,,,,,,,,,
15208,21263,,,15208,,,,,,,,,,
17104,47341A,,,17104,,,,,,,,,,
14240,90054,,,14240,,,,,,,,,,
13968,47518F,,,13968,,,,,,,,,,
12553,22855,,,12553,,,,,,,,,,
14263,22812,,,14263,,,,,,,,,,
16263,22732,,,16263,,,,,,,,,,
12467,22821,,,12467,,,,,,,,,,
17944,22820,,,17944,,,,,,,,,,
12629,22948,,,12629,,,,,,,,,,
16643,22815,,,16643,,,,,,,,,,
18239,22817,,,18239,,,,,,,,,,
13792,22734,,,13792,,,,,,,,,,
16990,22735,,,16990,,,,,,,,,,
13378,22737,,,13378,,,,,,,,,,
16418,22738,,,16418,,,,,,,,,,
16238,22736,,,16238,,,,,,,,,,
15134,22739,,,15134,,,,,,,,,,
15202,22946,,,15202,,,,,,,,,,
15356,22947,,,15356,,,,,,,,,,
17814,22907,,,17814,,,,,,,,,,
17580,22862,,,17580,,,,,,,,,,
13832,22816,,,13832,,,,,,,,,,
16120,22818,,,16120,,,,,,,,,,
17817,22983,,,17817,,,,,,,,,,
12900,22731,,,12900,,,,,,,,,,
15242,22854,,,15242,,,,,,,,,,
15304,22909,,,15304,,,,,,,,,,
14696,22813,,,14696,,,,,,,,,,
13194,22733,,,13194,,,,,,,,,,
14929,22952,,,14929,,,,,,,,,,
12798,22910,,,12798,,,,,,,,,,
18090,22945,,,18090,,,,,,,,,,
17717,22949,,,17717,,,,,,,,,,
13395,22951,,,13395,,,,,,,,,,
16935,22944,,,16935,,,,,,,,,,
17629,22950,,,17629,,,,,,,,,,
17796,22906,,,17796,,,,,,,,,,
15735,22911,,,15735,,,,,,,,,,
17751,22905,,,17751,,,,,,,,,,
16991,22904,,,16991,,,,,,,,,,
14975,22819,,,14975,,,,,,,,,,
15160,22809,,,15160,,,,,,,,,,
17823,22810,,,17823,,,,,,,,,,
14956,16248B,,,14956,,,,,,,,,,
15114,22908,,,15114,,,,,,,,,,
15626,22806,,,15626,,,,,,,,,,
13829,22938,,,13829,,,,,,,,,,
12694,22807,,,12694,,,,,,,,,,
14088,22808,,,14088,,,,,,,,,,
17510,22632,,,17510,,,,,,,,,,
18018,22814,,,18018,,,,,,,,,,
17202,22863,,,17202,,,,,,,,,,
17390,22804,,,17390,,,,,,,,,,
12691,22727,,,12691,,,,,,,,,,
15957,22729,,,15957,,,,,,,,,,
12445,22726,,,12445,,,,,,,,,,
17687,22730,,,17687,,,,,,,,,,
13692,22728,,,13692,,,,,,,,,,
15686,22725,,,15686,,,,,,,,,,
17938,22746,,,17938,,,,,,,,,,
17316,22748,,,17316,,,,,,,,,,
14868,22894,,,14868,,,,,,,,,,
13463,22895,,,13463,,,,,,,,,,
14781,22747,,,14781,,,,,,,,,,
16810,22745,,,16810,,,,,,,,,,
15688,22900,,,15688,,,,,,,,,,
16381,22903,,,16381,,,,,,,,,,
16676,22899,,,16676,,,,,,,,,,
15772,22898,,,15772,,,,,,,,,,
15799,22896,,,15799,,,,,,,,,,
14712,22902,,,14712,,,,,,,,,,
17703,22897,,,17703,,,,,,,,,,
12376,22939,,,12376,,,,,,,,,,
13516,84415A,,,13516,,,,,,,,,,
14741,84415B,,,14741,,,,,,,,,,
16069,22811,,,16069,,,,,,,,,,
12699,90205C,,,12699,,,,,,,,,,
16996,22740,,,16996,,,,,,,,,,
13387,22741,,,13387,,,,,,,,,,
16141,22857,,,16141,,,,,,,,,,
13079,22860,,,13079,,,,,,,,,,
17026,22859,,,17026,,,,,,,,,,
13088,22837,,,13088,,,,,,,,,,
15710,22633,,,15710,,,,,,,,,,
17655,SP1002,,,17655,,,,,,,,,,
17219,22796,,,17219,,,,,,,,,,
14524,90179A,,,14524,,,,,,,,,,
15011,22769,,,15011,,,,,,,,,,
14585,22766,,,14585,,,,,,,,,,
14332,22768,,,14332,,,,,,,,,,
17967,22767,,,17967,,,,,,,,,,
17397,22765,,,17397,,,,,,,,,,
13134,22762,,,13134,,,,,,,,,,
13840,22763,,,13840,,,,,,,,,,
13981,22760,,,13981,,,,,,,,,,
15608,90197B,,,15608,,,,,,,,,,
14617,35596,,,14617,,,,,,,,,,
18066,22764,,,18066,,,,,,,,,,
15377,22770,,,15377,,,,,,,,,,
16201,22840,,,16201,,,,,,,,,,
16776,22841,,,16776,,,,,,,,,,
15501,22842,,,15501,,,,,,,,,,
16916,22847,,,16916,,,,,,,,,,
13703,22849,,,13703,,,,,,,,,,
16642,22790,,,16642,,,,,,,,,,
16903,22838,,,16903,,,,,,,,,,
15647,22846,,,15647,,,,,,,,,,
14612,22839,,,14612,,,,,,,,,,
17038,22890,,,17038,,,,,,,,,,
12387,22848,,,12387,,,,,,,,,,
16590,22843,,,16590,,,,,,,,,,
17924,22891,,,17924,,,,,,,,,,
17483,22892,,,17483,,,,,,,,,,
13195,22853,,,13195,,,,,,,,,,
13836,22852,,,13836,,,,,,,,,,
12400,22893,,,12400,,,,,,,,,,
15995,22845,,,15995,,,,,,,,,,
15257,22788,,,15257,,,,,,,,,,
14148,22785,,,14148,,,,,,,,,,
13936,22795,,,13936,,,,,,,,,,
18243,22781,,,18243,,,,,,,,,,
13166,22776,,,13166,,,,,,,,,,
14216,22775,,,14216,,,,,,,,,,
13581,22771,,,13581,,,,,,,,,,
16540,22772,,,16540,,,,,,,,,,
12899,22773,,,12899,,,,,,,,,,
12973,22805,,,12973,,,,,,,,,,
12419,22774,,,12419,,,,,,,,,,
16226,22856,,,16226,,,,,,,,,,
14945,22789,,,14945,,,,,,,,,,
13746,22850,,,13746,,,,,,,,,,
13106,22797,,,13106,,,,,,,,,,
18055,22786,,,18055,,,,,,,,,,
12787,22844,,,12787,,,,,,,,,,
16491,22873,,,16491,,,,,,,,,,
14728,22869,,,14728,,,,,,,,,,
13165,22794,,,13165,,,,,,,,,,
13263,22778,,,13263,,,,,,,,,,
16010,22799,,,16010,,,,,,,,,,
